cantNod,Res,Tiempo_ms,Tipo
256,6268,352.648,GrafoRandomDMediaHeurEmi
256,7126,582.907,GrafoRandomDMediaHeurNipo
256,6314,360.933,GrafoRandomDMediaHeurEmi
256,7081,574.916,GrafoRandomDMediaHeurNipo
256,6299,352.801,GrafoRandomDMediaHeurEmi
256,7135,585.359,GrafoRandomDMediaHeurNipo
256,6328,354.171,GrafoRandomDMediaHeurEmi
256,7148,573.615,GrafoRandomDMediaHeurNipo
256,6384,354.332,GrafoRandomDMediaHeurEmi
256,7080,573.285,GrafoRandomDMediaHeurNipo
256,6261,354.301,GrafoRandomDMediaHeurEmi
256,7128,569.421,GrafoRandomDMediaHeurNipo
256,6370,353.668,GrafoRandomDMediaHeurEmi
256,7108,594.259,GrafoRandomDMediaHeurNipo
256,6228,353.546,GrafoRandomDMediaHeurEmi
256,7097,582.246,GrafoRandomDMediaHeurNipo
256,6285,355.047,GrafoRandomDMediaHeurEmi
256,7118,592.655,GrafoRandomDMediaHeurNipo
256,6303,355.559,GrafoRandomDMediaHeurEmi
256,7062,569.275,GrafoRandomDMediaHeurNipo
256,6303,353.232,GrafoRandomDMediaHeurEmi
256,7083,576.579,GrafoRandomDMediaHeurNipo
256,6324,359.916,GrafoRandomDMediaHeurEmi
256,7111,582.253,GrafoRandomDMediaHeurNipo
256,6301,354.405,GrafoRandomDMediaHeurEmi
256,7092,596.055,GrafoRandomDMediaHeurNipo
256,6232,355.633,GrafoRandomDMediaHeurEmi
256,7072,580.314,GrafoRandomDMediaHeurNipo
256,6254,353.604,GrafoRandomDMediaHeurEmi
256,7056,580.47,GrafoRandomDMediaHeurNipo
256,6227,355.068,GrafoRandomDMediaHeurEmi
256,7060,581.55,GrafoRandomDMediaHeurNipo
256,6283,354.542,GrafoRandomDMediaHeurEmi
256,7045,579.079,GrafoRandomDMediaHeurNipo
256,6225,352.373,GrafoRandomDMediaHeurEmi
256,7118,589.202,GrafoRandomDMediaHeurNipo
256,6283,356.434,GrafoRandomDMediaHeurEmi
256,7112,567.186,GrafoRandomDMediaHeurNipo
256,6340,353.009,GrafoRandomDMediaHeurEmi
256,7137,570.36,GrafoRandomDMediaHeurNipo
256,6402,353.919,GrafoRandomDMediaHeurEmi
256,7145,598.114,GrafoRandomDMediaHeurNipo
256,6262,355.414,GrafoRandomDMediaHeurEmi
256,7098,570.632,GrafoRandomDMediaHeurNipo
256,6332,353.869,GrafoRandomDMediaHeurEmi
256,7161,582.709,GrafoRandomDMediaHeurNipo
256,6339,354.112,GrafoRandomDMediaHeurEmi
256,7070,570.376,GrafoRandomDMediaHeurNipo
256,6283,354.21,GrafoRandomDMediaHeurEmi
256,7045,566.295,GrafoRandomDMediaHeurNipo
256,6287,355.526,GrafoRandomDMediaHeurEmi
256,7094,571.024,GrafoRandomDMediaHeurNipo
256,6327,354.609,GrafoRandomDMediaHeurEmi
256,7066,573.29,GrafoRandomDMediaHeurNipo
256,6318,352.728,GrafoRandomDMediaHeurEmi
256,7048,564.467,GrafoRandomDMediaHeurNipo
256,6285,354.816,GrafoRandomDMediaHeurEmi
256,7058,585.15,GrafoRandomDMediaHeurNipo
256,6264,353.697,GrafoRandomDMediaHeurEmi
256,7096,585.643,GrafoRandomDMediaHeurNipo
256,6249,354.15,GrafoRandomDMediaHeurEmi
256,7047,568.883,GrafoRandomDMediaHeurNipo
256,6271,369.202,GrafoRandomDMediaHeurEmi
256,7042,563.716,GrafoRandomDMediaHeurNipo
256,6257,351.662,GrafoRandomDMediaHeurEmi
256,7084,569.45,GrafoRandomDMediaHeurNipo
256,6316,354.355,GrafoRandomDMediaHeurEmi
257,7204,599.032,GrafoRandomDMediaHeurNipo
257,6323,358.24,GrafoRandomDMediaHeurEmi
257,7205,598.762,GrafoRandomDMediaHeurNipo
257,6364,359.918,GrafoRandomDMediaHeurEmi
257,7177,592.757,GrafoRandomDMediaHeurNipo
257,6346,359.738,GrafoRandomDMediaHeurEmi
257,7191,607.275,GrafoRandomDMediaHeurNipo
257,6336,358.024,GrafoRandomDMediaHeurEmi
257,7109,573.511,GrafoRandomDMediaHeurNipo
257,6366,366.114,GrafoRandomDMediaHeurEmi
257,7128,586.254,GrafoRandomDMediaHeurNipo
257,6315,364.953,GrafoRandomDMediaHeurEmi
257,7189,602.906,GrafoRandomDMediaHeurNipo
257,6316,360.833,GrafoRandomDMediaHeurEmi
257,7232,599.222,GrafoRandomDMediaHeurNipo
257,6391,358.717,GrafoRandomDMediaHeurEmi
257,7155,602.5,GrafoRandomDMediaHeurNipo
257,6273,363.558,GrafoRandomDMediaHeurEmi
257,7081,576.186,GrafoRandomDMediaHeurNipo
257,6298,356.489,GrafoRandomDMediaHeurEmi
257,7164,586.869,GrafoRandomDMediaHeurNipo
257,6371,358.781,GrafoRandomDMediaHeurEmi
257,7158,587.933,GrafoRandomDMediaHeurNipo
257,6376,363.453,GrafoRandomDMediaHeurEmi
257,7139,595.685,GrafoRandomDMediaHeurNipo
257,6303,359.929,GrafoRandomDMediaHeurEmi
257,7200,599.208,GrafoRandomDMediaHeurNipo
257,6338,358.776,GrafoRandomDMediaHeurEmi
257,7107,571.526,GrafoRandomDMediaHeurNipo
257,6312,356.841,GrafoRandomDMediaHeurEmi
257,7215,611.3,GrafoRandomDMediaHeurNipo
257,6320,358.347,GrafoRandomDMediaHeurEmi
257,7187,603.096,GrafoRandomDMediaHeurNipo
