cantNod,Res,Tiempo,Tipo
1,0,0.002438,HeurNipo
1,0,0.00141,HeurEmi
1,0,0.004065,BusquedaLocalLinealEmi
1,0,0.002605,BusquedaLocalCuadraticaEmi
1,0,0.001912,HeurNipo
1,0,0.000932,HeurEmi
1,0,0.002462,BusquedaLocalLinealEmi
1,0,0.002435,BusquedaLocalCuadraticaEmi
1,0,0.001795,HeurNipo
1,0,0.000873,HeurEmi
1,0,0.0024,BusquedaLocalLinealEmi
1,0,0.002388,BusquedaLocalCuadraticaEmi
1,0,0.001803,HeurNipo
1,0,0.000865,HeurEmi
1,0,0.002431,BusquedaLocalLinealEmi
1,0,0.002419,BusquedaLocalCuadraticaEmi
1,0,0.001707,HeurNipo
1,0,0.000859,HeurEmi
1,0,0.002374,BusquedaLocalLinealEmi
1,0,0.002322,BusquedaLocalCuadraticaEmi
1,0,0.001716,HeurNipo
1,0,0.000867,HeurEmi
1,0,0.002336,BusquedaLocalLinealEmi
1,0,0.002355,BusquedaLocalCuadraticaEmi
1,0,0.001732,HeurNipo
1,0,0.000849,HeurEmi
1,0,0.002355,BusquedaLocalLinealEmi
1,0,0.002343,BusquedaLocalCuadraticaEmi
1,0,0.001702,HeurNipo
1,0,0.000867,HeurEmi
1,0,0.002316,BusquedaLocalLinealEmi
1,0,0.002358,BusquedaLocalCuadraticaEmi
1,0,0.001702,HeurNipo
1,0,0.000815,HeurEmi
1,0,0.002355,BusquedaLocalLinealEmi
1,0,0.00234,BusquedaLocalCuadraticaEmi
1,0,0.001706,HeurNipo
1,0,0.000815,HeurEmi
1,0,0.002348,BusquedaLocalLinealEmi
1,0,0.002284,BusquedaLocalCuadraticaEmi
1,0,0.001714,HeurNipo
1,0,0.000829,HeurEmi
1,0,0.002317,BusquedaLocalLinealEmi
1,0,0.002336,BusquedaLocalCuadraticaEmi
1,0,0.001701,HeurNipo
1,0,0.000821,HeurEmi
1,0,0.002342,BusquedaLocalLinealEmi
1,0,0.002347,BusquedaLocalCuadraticaEmi
1,0,0.001699,HeurNipo
1,0,0.000792,HeurEmi
1,0,0.002366,BusquedaLocalLinealEmi
1,0,0.002322,BusquedaLocalCuadraticaEmi
1,0,0.001697,HeurNipo
1,0,0.000806,HeurEmi
1,0,0.002334,BusquedaLocalLinealEmi
1,0,0.00231,BusquedaLocalCuadraticaEmi
1,0,0.001691,HeurNipo
